"ClienteID","Edad","Genero","CategoríaProducto","FechaCompra","Precio","Cantidad","Descuento","MétodoPago","TotalVenta"
2771,60,"F","Electrónica",2023-07-02,205.24,8,60.44,"Cash",649.54
2772,34,"F","Ropa",2023-02-09,63.81,2,3.91,"Cash",122.63
2773,57,"F","Alimentos",2023-03-04,141.38,6,10.36,"Tarjeta",760.4
2774,70,"F","Ropa",2023-07-28,283.41,4,66.67,"Cash",377.84
2775,54,"F","Ropa",2023-12-16,130.23,6,95.56,"Cash",34.69
2776,32,"M","Hogar",2023-02-20,126.08,5,80.8,"Transferencia",121.04
2777,34,"F","Hogar",2023-09-27,445.28,10,37.54,"Transferencia",2781.22
2778,32,"F","Hogar",2023-11-07,325.08,2,78.17,"Tarjeta",141.93
2779,62,"F","Alimentos",2023-10-17,173.29,4,39.23,"Transferencia",421.23
2780,44,"F","Alimentos",2023-09-07,55.22,7,49.01,"Tarjeta",197.1
2781,34,"M","Juguetes",2023-03-05,457.39,10,1.07,"Tarjeta",4524.96
2782,38,"F","Juguetes",2023-10-01,40.14,2,69.49,"Cash",24.49
2783,47,"M","Electrónica",2023-08-19,26.12,2,81.99,"Tarjeta",9.41
2784,44,"M","Alimentos",2023-01-28,371.51,7,96.73,"Cash",85.04
2785,19,"M","Juguetes",2023-06-26,485.06,3,90.05,"Tarjeta",144.79
2786,29,"M","Hogar",2023-03-07,167.83,9,35.91,"Transferencia",968.06
2787,58,"M","Juguetes",2023-04-12,183.22,8,77.08,"Tarjeta",335.95
2788,44,"F","Electrónica",2023-10-19,186.52,7,45.78,"Tarjeta",707.92
2789,20,"M","Ropa",2023-09-14,421.57,10,35.12,"Transferencia",2735.15
2790,36,"M","Juguetes",2023-07-15,401.25,8,23.34,"Transferencia",2460.79
2791,51,"M","Electrónica",2023-05-16,7.08,4,12.01,"Cash",24.92
2792,41,"M","Juguetes",2023-03-19,68.51,2,72.15,"Tarjeta",38.16
2793,53,"M","Juguetes",2023-06-21,9.15,9,14.28,"Transferencia",70.59
2794,44,"M","Alimentos",2023-06-20,201.91,2,55.09,"Tarjeta",181.36
2795,31,"F","Ropa",2023-05-02,410.5,10,71.72,"Tarjeta",1160.89
2796,57,"M","Alimentos",2023-07-15,54.75,3,0,"Transferencia",164.25
2797,66,"F","Juguetes",2023-01-26,419.74,10,88.5,"Cash",482.7
2798,38,"F","Electrónica",2023-04-26,463.03,10,32.82,"Transferencia",3110.64
2799,39,"M","Electrónica",2023-08-14,472.35,5,29.36,"Cash",1668.34
2800,51,"F","Electrónica",2023-05-21,342.02,3,68.15,"Cash",326.8
2801,70,"M","Juguetes",2023-12-24,333.77,5,30.48,"Cash",1160.18
2802,40,"M","Hogar",2023-10-03,262.4,4,49.82,"Transferencia",526.69
2803,41,"F","Hogar",2023-10-30,86.3,8,96.12,"Transferencia",26.79
2804,54,"M","Ropa",2023-12-13,399.72,3,10.93,"Cash",1068.09
2805,52,"F","Ropa",2023-01-05,321.67,6,65.68,"Cash",662.38
2806,54,"M","Juguetes",2023-03-07,453.01,2,11.86,"Cash",798.57
2807,53,"M","Hogar",2023-07-06,204.65,10,8.14,"Tarjeta",1879.91
2808,62,"M","Electrónica",2023-11-06,156.98,1,62.02,"Cash",59.62
2809,65,"F","Electrónica",2023-07-08,405.12,6,50.19,"Cash",1210.74
2810,30,"M","Ropa",2023-07-04,181.51,3,19.19,"Cash",440.03
2811,21,"M","Hogar",2023-07-01,442.45,3,29.55,"Transferencia",935.12
2812,64,"M","Ropa",2023-08-17,292.47,9,95.74,"Transferencia",112.13
2813,33,"F","Hogar",2023-07-07,410.03,6,50.72,"Cash",1212.38
2814,59,"M","Juguetes",2023-04-04,404.84,4,93.92,"Cash",98.46
2815,40,"M","Alimentos",2023-02-04,25.05,2,16.73,"Tarjeta",41.72
2816,49,"F","Alimentos",2023-10-01,308.83,4,23.54,"Tarjeta",944.53
2817,65,"F","Juguetes",2023-05-26,198.26,10,5.19,"Tarjeta",1879.7
2818,40,"F","Alimentos",2023-12-01,283.21,7,33.44,"Tarjeta",1319.53
2819,22,"M","Electrónica",2023-05-07,284.43,10,45.23,"Cash",1557.82
2820,70,"F","Hogar",2023-06-01,215.42,1,45.18,"Transferencia",118.09
2821,68,"F","Hogar",2023-05-02,469.96,5,57.06,"Transferencia",1009
2822,29,"F","Hogar",2023-03-02,144.91,5,24.13,"Tarjeta",549.72
2823,50,"M","Electrónica",2023-12-17,245.37,8,68.38,"Cash",620.69
2824,36,"M","Ropa",2023-11-19,142.1,1,81.79,"Cash",25.88
2825,56,"M","Ropa",2023-09-13,210.59,6,60.41,"Transferencia",500.24
2826,57,"F","Alimentos",2023-09-12,134.28,9,64.27,"Transferencia",431.8
2827,33,"M","Electrónica",2023-01-24,350.74,7,70.66,"Cash",720.35
2828,61,"F","Juguetes",2023-10-12,108.96,10,88.99,"Transferencia",119.96
2829,27,"F","Hogar",2023-10-24,107.17,3,2.4,"Transferencia",313.79
2830,25,"F","Hogar",2023-06-12,212.94,6,78.44,"Tarjeta",275.46
2831,37,"M","Alimentos",2023-11-24,247.987691836735,7,38.08,"Tarjeta",1074.88
2832,35,"F","Hogar",2023-07-03,9.1,1,11.2,NA,8.08
2833,69,"F","Ropa",2023-12-13,100.95,4,97.75,"Cash",9.09
2834,55,"F","Ropa",2023-03-31,312.05,5,70.48,"Transferencia",460.59
2835,56,"M","Alimentos",2023-05-16,385.77,3,91.22,"Cash",101.61
2836,48,"F","Juguetes",2023-05-29,85.59,10,66.97,"Transferencia",282.7
2837,44,"M","Alimentos",2023-10-25,13.67,5,9.06,"Transferencia",62.16
2838,70,"F","Ropa",2023-01-03,225.61,4,87.91,"Cash",109.1
2839,66,"M","Juguetes",2023-02-10,477.37,8,60.32,"Cash",1515.36
2840,44,"F","Juguetes",2023-06-01,250.1,10,75.4,"Cash",615.25
2841,29,"F","Ropa",2023-04-01,489.86,3,22.28,"Tarjeta",1142.16
2842,30,"F","Juguetes",2023-07-16,499.28,5,15.25,"Tarjeta",2115.7
2843,45,"F","Ropa",2023-08-14,247.987691836735,5,80.47,"Cash",242.16
2844,67,"M","Electrónica",2023-01-24,324.54,3,56.71,"Tarjeta",421.48
2845,45,"F","Hogar",2023-11-17,163.79,2,13.53,"Tarjeta",283.26
2846,61,"M","Electrónica",2023-01-20,415.88,8,32.77,"Cash",2236.77
2847,24,"M","Ropa",2023-01-18,397.87,9,85.46,"Cash",520.65
2848,59,"M","Hogar",2023-08-09,463.32,4,0.51,"Cash",1843.83
2849,56,"M","Electrónica",2023-04-14,145.19,7,49.82,"Cash",509.99
2850,46,"M","Ropa",2023-05-04,349.98,8,37.54,"Transferencia",1748.78
2851,27,"M","Alimentos",2023-02-18,23.84,2,7.47,"Transferencia",44.12
2852,25,"M","Ropa",2023-08-23,175.02,3,13.89,"Transferencia",452.13
2853,29,"F","Ropa",2023-01-31,25.88,3,17.87,"Cash",63.77
2854,63,"M","Hogar",2023-06-16,147.44,3,0,"Tarjeta",442.32
2855,49,"M","Alimentos",2023-11-13,130.95,7,36.65,"Cash",580.7
2856,38,"F","Juguetes",2023-01-03,91.17,4,7.59,"Cash",337
2857,48,"M","Hogar",2023-03-15,90.54,2,22.53,"Cash",140.28
2858,36,"M","Hogar",2023-11-01,156.49,2,24.52,"Transferencia",236.24
2859,56,"M","Electrónica",2023-09-12,269.26,9,93.9,"Tarjeta",147.82
2860,41,"F","Hogar",2023-11-29,364.69,8,95.15,"Tarjeta",141.5
2861,26,"M","Alimentos",2023-12-10,478.07,3,75.5,"Transferencia",351.38
2862,25,"F","Juguetes",2023-02-16,17.57,4,16.68,"Cash",58.56
2863,51,"F","Hogar",2023-06-01,286.73,3,0,"Transferencia",860.19
2864,43,"F","Hogar",2023-12-25,488.37,8,91.61,"Cash",327.79
2865,46,"F","Electrónica",2023-04-21,69.72,6,73.09,"Cash",112.57
2866,58,"F","Ropa",2023-11-20,295.66,6,13.93,"Tarjeta",1526.85
2867,59,"M","Electrónica",2023-12-17,221.11,9,0,"Cash",1989.99
2868,65,"M","Ropa",2023-05-22,156.48,6,81.15,"Cash",176.98
2869,56,"F","Electrónica",2023-09-30,168.16,2,36.94,"Cash",212.08
2870,40,"M","Juguetes",2023-09-10,77.36,5,89.68,"Transferencia",39.92
2871,44,"F","Hogar",2023-02-05,250.5,4,29.69,"Cash",704.51
2872,21,"M","Electrónica",2023-06-05,366.95,10,39.4,"Cash",2223.72
2873,51,"M","Electrónica",2023-11-30,274.73,7,1.19,"Tarjeta",1900.22
2874,43,"M","Hogar",2023-03-29,28.71,8,50.17,"Tarjeta",114.45
2875,64,"F","Electrónica",2023-04-10,161.29,4,28.55,"Transferencia",460.97
2876,18,"M","Juguetes",2023-02-13,340.2,1,29.7,"Tarjeta",239.16
2877,24,"F","Ropa",2023-06-25,438.34,2,0,"Transferencia",876.68
2878,34,"M","Juguetes",2023-12-09,141.67,3,41.98,"Transferencia",246.59
2879,48,"M","Electrónica",2023-07-14,248.65,1,73.91,"Cash",64.87
2880,60,"F","Alimentos",2023-01-05,367.2,8,21.61,"Transferencia",2302.78
2881,53,"M","Alimentos",2023-07-28,216.72,8,93.44,"Cash",113.73
2882,53,"M","Juguetes",2023-10-09,295.85,5,84.86,"Cash",223.96
2883,55,"M","Ropa",2023-07-08,472.35,6,53.71,"Cash",1311.9
2884,37,"M","Hogar",2023-04-17,247.987691836735,5,81.92,"Transferencia",224.18
2885,34,"M","Ropa",2023-03-28,424.33,4,32.05,"Cash",1153.33
2886,64,"M","Hogar",2023-06-26,181.71,8,13.7,"Transferencia",1254.53
2887,58,"M","Juguetes",2023-07-06,216.45,7,4.93,"Cash",1440.45
2888,63,"F","Juguetes",2023-09-18,153.78,5,39.27,"Cash",466.95
2889,57,"F","Ropa",2023-06-05,256.23,5,75.63,"Tarjeta",312.22
2890,63,"M","Hogar",2023-05-06,347.62,4,54.41,"Transferencia",633.92
2891,43,"F","Electrónica",2023-05-16,20.7,8,18.34,"Cash",135.23
2892,34,"F","Electrónica",2023-10-26,68.23,10,54.08,"Cash",313.31
2893,66,"M","Alimentos",2023-01-15,163.27,9,87.96,"Transferencia",176.92
2894,49,"M","Electrónica",2023-05-11,225.49,3,71.73,"Cash",191.24
2895,43,"M","Alimentos",2023-05-27,210.38,10,90.52,"Tarjeta",199.44
2896,24,"F","Alimentos",2023-07-01,120.53,10,62.6,"Tarjeta",450.78
2897,22,"M","Alimentos",2023-03-21,477.69,1,91.75,"Cash",39.41
2898,66,"F","Alimentos",2023-10-20,53.13,6,99.29,"Tarjeta",2.26
2899,46,"F","Hogar",2023-12-27,300.57,4,0,"Tarjeta",1202.28
2900,41,"M","Hogar",2023-03-09,119.98,3,99.15,"Tarjeta",3.06
2901,38,"F","Ropa",2023-06-02,145.65,2,0,"Transferencia",291.3
2902,65,"F","Alimentos",2023-01-26,118.83,9,49.86,"Transferencia",536.23
2903,38,"F","Juguetes",2023-08-14,54.11,1,22.81,"Cash",41.77
2904,54,"F","Alimentos",2023-10-31,453.02,8,5.16,"Transferencia",3437.15
2905,28,"F","Alimentos",2023-09-30,247.987691836735,5,51.46,"Transferencia",601.87
2906,66,"M","Ropa",2023-06-29,82.58,5,94.65,"Tarjeta",22.09
2907,49,"F","Alimentos",2023-11-02,128.04,5,0,"Cash",640.2
2908,40,"F","Hogar",2023-07-25,387.97,10,12.03,"Transferencia",3412.97
2909,28,"M","Ropa",2023-08-16,335.73,10,60.24,"Cash",1334.86
2910,40,"M","Alimentos",2023-06-26,475.96,7,55.56,"Transferencia",1480.62
2911,53,"M","Juguetes",2023-10-25,229.78,5,80.53,"Tarjeta",223.69
2912,39,"F","Ropa",2023-06-16,22.61,6,9.4,"Cash",122.91
2913,45,"M","Electrónica",2023-07-30,462.54,2,83.09,"Tarjeta",156.43
2914,67,"F","Ropa",2023-02-12,9.58,10,33.21,"Tarjeta",63.98
2915,34,"M","Hogar",2023-08-05,463.33,5,36.29,"Tarjeta",1475.94
2916,32,"M","Alimentos",2023-06-20,383.92,2,21.06,"Cash",606.13
2917,51,"F","Juguetes",2023-10-28,126.86,2,0.89,"Tarjeta",251.46
2918,50,"F","Electrónica",2023-04-16,247.987691836735,4,65.08,"Tarjeta",346.39
2919,26,"M","Hogar",2023-02-25,189.36,1,47.89,"Transferencia",98.68
2920,52,"F","Alimentos",2023-10-14,496.31,7,27.25,"Tarjeta",2527.46
2921,21,"F","Ropa",2023-10-30,134.35,2,54.72,"Cash",121.67
2922,58,"M","Ropa",2023-12-17,115.44,2,50.99,"Cash",113.15
2923,28,"F","Juguetes",2023-07-13,146.33,3,5.73,"Transferencia",413.84
2924,36,"F","Ropa",2023-07-08,258.14,9,41.75,"Cash",1353.3
2925,58,"M","Hogar",2023-09-04,125.63,8,29.57,"Cash",707.85
2926,59,"M","Juguetes",2023-05-04,50.44,5,32.72,"Tarjeta",169.68
2927,33,"F","Juguetes",2023-11-10,282.09,10,88.99,"Cash",310.58
2928,61,"F","Alimentos",2023-09-02,287.06,2,3.37,"Cash",554.77
2929,30,"M","Juguetes",2023-02-21,432.42,9,95.81,"Tarjeta",163.07
2930,41,"M","Electrónica",2023-12-22,196.79,1,46.2,"Transferencia",105.87
2931,39,"M","Alimentos",2023-04-30,427.99,3,49.17,"Transferencia",652.64
2932,30,"M","Juguetes",2023-10-14,450.83,1,7.83,"Cash",415.53
2933,64,"F","Alimentos",2023-11-12,120.42,10,69.4,"Transferencia",368.49
2934,21,"M","Hogar",2023-04-12,432.57,1,19.63,"Cash",347.66
2935,25,"F","Electrónica",2023-03-01,150.1,4,41.19,"Cash",353.1
2936,27,"F","Ropa",2023-08-20,302.92,2,63.85,"Cash",219.01
2937,54,"F","Alimentos",2023-06-06,283.56,5,94.31,"Tarjeta",80.67
2938,35,"M","Juguetes",2023-07-12,415.01,8,11.32,"Tarjeta",2944.25
2939,31,"F","Alimentos",2023-07-05,256.33,2,8.06,"Transferencia",471.34
2940,55,"M","Alimentos",2023-06-03,187.39,7,95.79,"Tarjeta",55.22
2941,39,"M","Hogar",2023-11-12,338.73,3,11.77,"Cash",896.58
2942,46,"M","Juguetes",2023-02-05,401.6,9,40.36,"Tarjeta",2155.63
2943,36,"F","Juguetes",2023-11-21,64.8,8,66.64,"Tarjeta",172.94
2944,36,"M","Juguetes",2023-02-23,104.63,5,83.69,"Cash",85.33
2945,67,"F","Juguetes",2023-10-20,17.24,1,86.22,"Transferencia",2.38
2946,55,"F","Hogar",2023-01-06,415.39,5,87.77,"Cash",254.01
2947,57,"F","Electrónica",2023-05-04,276.33,8,51.94,"Tarjeta",1062.43
2948,24,"F","Juguetes",2023-06-08,110.87,1,91.17,"Tarjeta",9.79
2949,48,"F","Hogar",2023-04-07,306.9,2,93.15,"Transferencia",42.05
2950,61,"M","Hogar",2023-01-20,52.12,6,88.11,NA,37.18
2951,53,"F","Hogar",2023-10-06,414.8,8,54.6,"Cash",1506.55
2952,29,"M","Juguetes",2023-11-27,288.72,3,32.16,"Tarjeta",587.6
2953,66,"F","Hogar",2023-03-22,131.45,2,50.59,"Cash",129.9
2954,27,"M","Electrónica",2023-07-21,277.07,8,53.75,"Cash",1025.16
2955,44,"F","Electrónica",2023-11-15,420.38,2,54.75,"Cash",380.44
2956,27,"F","Juguetes",2023-01-12,415.46,3,17.7,"Cash",1025.77
2957,32,"F","Electrónica",2023-12-08,313.9,10,11.82,"Cash",2767.97
2958,27,"F","Ropa",2023-02-06,418.17,6,67.66,"Tarjeta",811.42
2959,44,"M","Electrónica",2023-03-31,310.11,5,76.57,"Cash",363.29
2960,28,"M","Juguetes",2023-01-10,446.9,7,28.48,"Cash",2237.36
2961,67,"M","Juguetes",2023-02-15,364.2,9,29.66,"Transferencia",2305.6
2962,69,"F","Ropa",2023-08-10,280,6,49.39,"Transferencia",850.25
2963,61,"F","Alimentos",2023-04-21,212.17,10,80.74,"Cash",408.64
2964,19,"F","Hogar",2023-05-06,423.47,2,71.62,"Cash",240.36
2965,50,"M","Juguetes",2023-09-17,195.99,3,90.93,"Cash",53.33
2966,38,"M","Electrónica",2023-10-04,86.61,9,39.27,"Cash",473.38
2967,36,"M","Juguetes",2023-09-13,116.44,4,78.39,"Cash",100.65
2968,32,"M","Ropa",2023-06-16,337.99,10,0,"Tarjeta",3379.9
2969,62,"M","Ropa",2023-11-03,108.26,5,65.16,"Tarjeta",188.59
2970,23,"M","Juguetes",2023-08-10,232.67,9,46.15,"Cash",1127.64
2971,20,"F","Alimentos",2023-05-31,133.98,4,46.98,"Transferencia",284.14
2972,43,"M","Ropa",2023-04-19,255.68,6,89.04,"Cash",168.14
2973,60,"M","Electrónica",2023-03-21,61.93,3,13.97,"Cash",159.84
2974,53,"F","Hogar",2023-12-28,150.86,2,28.51,"Cash",215.7
2975,27,"F","Alimentos",2023-10-28,59.57,10,33.63,"Tarjeta",395.37
2976,64,"M","Ropa",2023-05-01,39.15,9,54.01,"Tarjeta",162.05
2977,20,"F","Hogar",2023-10-06,494.61,5,94.01,"Cash",148.14
2978,21,"M","Electrónica",2023-07-15,346.36,8,5.46,"Tarjeta",2619.59
2979,55,"F","Alimentos",2023-10-10,427.73,4,42.83,"Transferencia",978.13
2980,32,"M","Juguetes",2023-05-18,396.81,4,84.24,"Transferencia",250.15
2981,56,"M","Alimentos",2023-01-05,325.72,8,44.51,"Transferencia",1445.94
2982,19,"M","Alimentos",2023-08-02,310.66,6,66.86,"Cash",617.72
2983,41,"M","Juguetes",2023-07-25,24.39,7,89.34,"Tarjeta",18.2
2984,69,"F","Ropa",2023-10-11,420.04,7,77.88,"Cash",650.39
2985,66,"M","Ropa",2023-01-08,356.37,1,91.24,"Tarjeta",31.22
2986,30,"F","Electrónica",2023-01-18,498.2,6,98.81,"Cash",35.57
2987,48,"M","Alimentos",2023-03-15,396.73,6,23.99,"Cash",1809.33
2988,41,"M","Ropa",2023-06-03,496.52,10,66.98,"Cash",1639.51
2989,44,"F","Juguetes",2023-05-11,123.48,8,6.42,"Transferencia",924.42
2990,19,"F","Juguetes",2023-11-14,284.15,7,42.51,"Cash",1143.5
2991,47,"M","Ropa",2023-11-29,122.71,7,74.6,"Tarjeta",218.18
2992,29,"F","Alimentos",2023-07-29,137.5,8,69.95,"Cash",330.55
2993,43,"F","Ropa",2023-09-14,74.2,2,77.98,"Cash",32.68
2994,58,"F","Hogar",2023-09-27,221.95,8,83.24,"Tarjeta",297.59
2995,58,"F","Electrónica",2023-05-01,308.97,8,33.13,"Cash",1652.87
2996,61,"M","Juguetes",2023-06-02,68.71,8,78.42,"Cash",118.62
2997,68,"F","Juguetes",2023-01-30,449.07,9,38.32,"Cash",2492.88
2998,19,"M","Juguetes",2023-08-01,294.24,4,65.1,"Tarjeta",410.76
2999,55,"F","Ropa",2023-10-06,344.15,2,55.26,"Tarjeta",307.95
3000,60,"F","Electrónica",2023-05-11,327.42,5,93.66,"Tarjeta",103.79
3001,58,"F","Electrónica",2023-01-21,237.91,8,5.54,"Cash",1797.84
3002,68,"F","Hogar",2023-06-06,64.73,8,93.34,"Tarjeta",34.49
3003,63,"F","Alimentos",2023-01-21,217.13,6,11.79,"Transferencia",1149.18
3004,29,"M","Hogar",2023-08-13,273.23,8,91.99,"Transferencia",175.09
3005,18,"M","Ropa",2023-01-06,48.1,6,28.31,"Transferencia",206.9
3006,44,"M","Juguetes",2023-11-29,404.23,3,7.05,"Transferencia",1127.2
3007,51,"M","Ropa",2023-06-15,189.99,5,93.64,"Cash",60.42
3008,67,"M","Ropa",2023-06-25,267.66,4,63.86,"Transferencia",386.93
3009,56,"F","Ropa",2023-04-19,384.3,4,8.87,"Cash",1400.85
3010,45,"M","Alimentos",2023-11-16,154.37,6,47.95,"Cash",482.1
3011,22,"M","Electrónica",2023-04-26,136.15,10,61.88,"Tarjeta",519
3012,44,"M","Hogar",2023-06-16,414.88,1,48.45,"Transferencia",213.87
3013,46,"M","Electrónica",2023-12-06,256.54,2,50.3,"Tarjeta",255
3014,38,"F","Juguetes",2023-07-08,55.99,2,84.59,"Transferencia",17.26
3015,22,"F","Hogar",2023-06-08,174.64,5,98.21,"Tarjeta",15.63
3016,29,"M","Alimentos",2023-07-29,320.84,10,69.27,"Transferencia",985.94
3017,53,"F","Electrónica",2023-08-11,345.06,7,62.3,"Tarjeta",910.61
3018,46,"M","Alimentos",2023-02-22,277.24,9,98.82,"Transferencia",29.44
3019,21,"F","Alimentos",2023-09-11,406.55,2,38.69,"Transferencia",498.51
3020,57,"M","Ropa",2023-12-26,269.36,4,62.5,"Transferencia",404.04
3021,42,"M","Alimentos",2023-01-30,324.91,10,3.86,"Cash",3123.68
3022,18,"M","Hogar",2023-10-25,12.03,8,56.91,"Tarjeta",41.47
3023,43,"M","Alimentos",2023-03-21,485.32,4,31.35,"Tarjeta",1332.69
3024,69,"M","Hogar",2023-09-22,367.97,9,75.19,"Tarjeta",821.64
3025,33,"F","Juguetes",2023-03-20,198.63,10,31.49,"Transferencia",1360.81
3026,32,"M","Hogar",2023-02-25,255.77,2,81.33,"Transferencia",95.5
3027,31,"M","Electrónica",2023-09-07,161.73,3,43.36,"Transferencia",274.81
3028,27,"F","Electrónica",2023-10-25,324.17,7,78.44,"Cash",489.24
3029,45,"F","Hogar",2023-12-07,247.987691836735,8,26.84,"Tarjeta",1451.42
3030,65,"M","Juguetes",2023-12-14,121.32,2,61.46,"Tarjeta",93.51
3031,31,"M","Ropa",2023-07-14,418.21,10,42.89,"Transferencia",2388.4
3032,30,"F","Ropa",2023-02-12,17.11,9,34.37,"Tarjeta",101.06
3033,25,"M","Juguetes",2023-04-12,184.67,2,97.6,"Transferencia",8.86
3034,44,"F","Electrónica",2023-12-05,366.42,10,55.85,"Tarjeta",1617.74
3035,35,"F","Electrónica",2023-04-28,367.05,2,70.13,"Cash",219.28
3036,32,"F","Alimentos",2023-06-24,138.06,10,79.91,"Cash",277.36
3037,51,"M","Electrónica",2023-03-05,161.27,2,49.8,"Tarjeta",161.92
3038,38,"M","Electrónica",2023-05-26,27.64,8,55.31,"Tarjeta",98.82
3039,42,"F","Ropa",2023-06-16,401.08,6,6.1,"Tarjeta",2259.68
3040,28,"F","Electrónica",2023-04-02,485.95,3,75.14,"Transferencia",362.42
3041,18,"F","Electrónica",2023-11-16,306.66,5,76.89,"Transferencia",354.35
3042,30,"F","Ropa",2023-09-10,375.92,9,83.87,"Transferencia",545.72
3043,57,"M","Alimentos",2023-05-05,332.69,8,52.73,"Cash",1258.1
3044,25,"M","Alimentos",2023-12-13,290.49,7,81.66,"Cash",372.93
3045,35,"M","Alimentos",2023-03-03,242.69,3,63.67,"Cash",264.51
3046,56,"F","Electrónica",2023-06-30,437.06,3,92.86,"Tarjeta",93.62
3047,41,"M","Hogar",2023-06-21,192.94,10,71.26,"Cash",554.51
3048,62,"F","Juguetes",2023-06-18,29.18,5,48.86,"Transferencia",74.61
3049,32,"F","Juguetes",2023-12-01,151.55,10,82.45,"Tarjeta",265.97
3050,57,"M","Electrónica",2023-09-11,351.1,6,73.64,"Tarjeta",555.3
3051,43,"M","Electrónica",2023-06-05,247.987691836735,5,51.3,"Transferencia",603.85
3052,33,"F","Alimentos",2023-07-16,264.37,4,71.99,"Tarjeta",296.2
3053,63,"M","Juguetes",2023-07-09,381.77,4,0,"Tarjeta",1527.08
3054,41,"F","Hogar",2023-09-15,244,9,63.38,"Cash",804.18
3055,65,"M","Alimentos",2023-04-18,382.32,7,60.06,"Cash",1068.89
3056,61,"F","Alimentos",2023-02-06,350.85,2,75.53,"Cash",171.71
3057,49,"F","Hogar",2023-12-24,275.41,7,19.73,"Transferencia",1547.5
3058,33,"F","Hogar",2023-07-09,314.41,5,55.9,"Cash",693.27
3059,60,"F","Electrónica",2023-05-16,67.4,10,2.25,"Cash",658.84
3060,22,"M","Juguetes",2023-08-18,247.987691836735,4,65.62,"Transferencia",341.03
3061,21,"M","Juguetes",2023-07-03,103.08,7,89.88,"Transferencia",73.02
3062,43,"M","Ropa",2023-04-23,165.43,2,38.85,"Tarjeta",202.32
3063,31,"M","Ropa",2023-03-10,293.76,7,51.33,"Tarjeta",1000.81
3064,25,"M","Hogar",2023-09-20,250.6,2,0,"Transferencia",501.2
3065,39,"F","Hogar",2023-02-25,282.53,10,38.86,"Cash",1727.39
3066,32,"M","Hogar",2023-04-06,59.36,10,37.1,"Tarjeta",373.37
3067,47,"M","Juguetes",2023-05-12,281.04,4,89.2,"Transferencia",121.41
3068,60,"M","Juguetes",2023-09-04,288.17,5,76.22,"Tarjeta",342.63
3069,48,"F","Ropa",2023-02-08,209.48,8,99.63,"Transferencia",6.2
3070,69,"M","Ropa",2023-03-06,246.4,8,63.52,"Transferencia",719.09
3071,27,"M","Hogar",2023-05-06,251.35,4,9.3,"Tarjeta",911.9
3072,36,"F","Hogar",2023-04-10,127.86,3,89.76,"Cash",39.28
3073,49,"M","Ropa",2023-08-05,459.58,2,14.8,"Transferencia",783.12
3074,22,"M","Ropa",2023-07-25,152.3,6,77.43,"Tarjeta",206.24
3075,18,"F","Hogar",2023-01-07,127.04,10,32.53,"Tarjeta",857.14
3076,29,"F","Juguetes",2023-02-20,288.58,9,31.49,"Transferencia",1779.36
3077,35,"F","Ropa",2023-03-27,283.51,8,57.02,"Transferencia",974.82
3078,23,"F","Ropa",2023-01-15,302.57,2,39.2,"Transferencia",367.93
3079,68,"M","Ropa",2023-09-26,416.07,10,68.94,"Cash",1292.31
3080,32,"F","Juguetes",2023-09-29,257.03,4,92.16,"Cash",80.6
3081,48,"M","Electrónica",2023-02-12,82.48,1,10.87,"Cash",73.51
3082,67,"M","Hogar",2023-06-18,215.79,2,57.99,"Transferencia",181.31
3083,41,"F","Electrónica",2023-05-16,124.52,6,42.62,"Cash",428.7
3084,59,"M","Hogar",2023-10-26,369.2,9,66.64,"Transferencia",1108.49
3085,50,"F","Hogar",2023-03-25,463.92,10,71.4,"Transferencia",1326.81
3086,47,"M","Electrónica",2023-08-20,244.28,6,67.4,"Tarjeta",477.81
3087,46,"F","Electrónica",2023-03-29,210.21,5,61.08,"Cash",409.07
3088,23,"F","Electrónica",2023-07-25,387.93,3,75.35,"Tarjeta",286.87
3089,57,"F","Ropa",2023-01-05,333.73,6,10.66,"Cash",1788.93
3090,38,"F","Juguetes",2023-09-10,56.42,5,28.76,"Transferencia",200.97
3091,42,"M","Ropa",2023-06-12,66.76,2,72.59,"Transferencia",36.6
3092,58,"F","Ropa",2023-08-04,182.12,3,35.16,"Cash",354.26
3093,49,"F","Juguetes",2023-08-20,98.72,2,70.19,"Transferencia",58.86
3094,67,"M","Juguetes",2023-09-15,495.91,1,85.33,"Cash",72.75
3095,32,"M","Juguetes",2023-01-08,225.37,4,16.94,"Cash",748.77
3096,25,"F","Alimentos",2023-12-30,253.6,2,58.34,"Cash",211.3
3097,39,"F","Ropa",2023-04-02,231.9,8,34.81,"Tarjeta",1209.4
3098,39,"F","Alimentos",2023-07-14,365.84,5,89.11,"Tarjeta",199.2
3099,54,"F","Electrónica",2023-02-17,427.94,10,0,"Tarjeta",4279.4
3100,67,"M","Juguetes",2023-04-12,496.23,7,0,"Transferencia",3473.61
3101,25,"F","Ropa",2023-06-06,399.38,6,69.84,"Transferencia",722.72
3102,44,"M","Hogar",2023-10-24,290.62,10,50.93,"Cash",1426.07
3103,37,"M","Alimentos",2023-02-24,86.1,9,44.05,"Cash",433.56
3104,53,"M","Ropa",2023-12-04,318.07,7,45.49,"Tarjeta",1213.66
3105,58,"F","Juguetes",2023-07-18,297.67,5,34.33,"Cash",977.4
3106,28,"M","Ropa",2023-07-16,235.77,5,43.64,"Transferencia",664.4
3107,48,"F","Alimentos",2023-09-11,400.15,10,59.49,"Cash",1621.01
